副本ID(主线支线挑战为类型ID+世界ID+2位序号，其他为类型ID+4位序号)  探索是11开头的,副本类型（1：主线；2：挑战；3：活动副本；4:多人副本；5：PVP调用；6；庇护所调用；7：支线副本；8：亲密度副本；9：限时活动副本; 10:守护试炼 11：探索副本 12:转职副本 14：公会矿洞 15:幻卡 16:百层塔 17：公会战 21:天守阁）,世界ID,副本名称,副本等级,副本经验,角色经验,副本消耗类型（消耗类型ID）,进入副本消耗,完成副本消耗,副本限制人数,副本阵容ID,前置副本,解锁等级,对应的主线本ID,星级条件描述,星级条件脚本,星级条件奖励类型,星级条件奖励数量,Lua脚本,布阵摄像机,战斗摄像机,结算展示摄像机,结算摄像机,影子摄像机,副本攻略,副本攻略概述（12字）,限制类型1(0：无限制1：限定某些角色登场2：限定某职业角色登场3：限定等级以上角色登场4：限定某性别角色登场5：限定某势力角色登场),限制参数1,限制类型2,限制参数2,副本技能(玩家队伍光环技能),副本特殊要求ICON,副本特殊要求说明,进入布阵时触发的剧情,结算完成后战斗场景触发的剧情,结算完成后中地图触发的剧情,限制次数,是否可以扫荡(1可以0不可以）,亲密度,副本职业,副本战斗力,回合耗尽(0:不显示 1：回合耗尽后，战斗失败 :2：回合耗尽后，战斗胜利）,副本金币和boss伤害挂钩（X+伤害^y*z)，伤害不超过boss血量R,公会战防御队伍出站人数
20226,2,2,102261,29,50,20,4,2,3,4,2,20225,29,0,1012;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep02_06_04.lua,,,,,ShadowCamera3,0,101013,2,12;13;14;15,0,0,0,buzhen_icon_10;buzhen_icon_2,1513;1491,0,0,0,0,0,1,12,1008,1,0,0
20227,2,2,102271,29,50,20,4,2,3,4,2,20226,29,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep02_06_05.lua,,,,,ShadowCamera3,0,101013,2,11;13;14;15,0,0,0,buzhen_icon_3,1492,0,0,0,0,0,1,12;13,1260,1,0,0
20228,2,2,102281,31,50,20,4,2,3,4,2,20227,31,10232,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep02_07_01.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;15,0,0,0,buzhen_icon_1,1494,0,0,0,0,0,1,12,1025,1,0,0
20229,2,2,102291,31,50,20,4,2,3,4,2,20228,31,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep02_07_02.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;14,0,0,0,buzhen_icon_5,1495,0,0,0,0,0,1,11;15,1025,1,0,0
20230,2,2,102301,31,50,20,4,2,3,4,2,20229,31,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep02_07_03.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;14,0,0,0,buzhen_icon_5,1495,0,0,0,0,0,1,11;13;15,1025,1,0,0
20231,2,2,102311,31,50,20,4,2,3,4,2,20230,31,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep02_07_04.lua,,,,,ShadowCamera3,0,101013,2,12;13;14;15,0,0,0,buzhen_icon_2,1491,0,0,0,0,0,1,11;12;14,1042,1,0,0
20232,2,2,102321,31,50,20,4,2,3,4,2,20231,31,0,1016;1003;1015,BaseStar;AllPlayerLiveStar;BatttleSartLess3;,2;2,3;3;3,hep02_07_05.lua,,,,,ShadowCamera3,0,101013,2,11;13;14;15,0,0,0,buzhen_icon_10;buzhen_icon_3,1514;1492,0,0,0,0,0,1,11;15,1303,1,0,0
20233,2,2,102331,33,50,20,4,2,3,4,2,20232,33,10237,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep02_08_01.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;14,0,0,0,buzhen_icon_5,1495,0,0,0,0,0,1,13;14,1059,1,0,0
20234,2,2,102341,33,50,20,4,2,3,4,2,20233,33,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep02_08_02.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;15,0,0,0,buzhen_icon_1,1494,0,0,0,0,0,1,13,1059,1,0,0
20235,2,2,102351,33,50,20,4,2,3,4,2,20234,33,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep02_08_03.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;15,0,0,0,buzhen_icon_1,1494,0,0,0,0,0,1,13;14,1059,1,0,0
20236,2,2,102361,33,50,20,4,2,3,4,2,20235,33,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep02_08_04.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;15,0,0,0,buzhen_icon_1,1494,0,0,0,0,0,1,13;14,1059,1,0,0
20237,2,2,102371,33,50,20,4,2,3,4,2,20236,33,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep02_08_05.lua,,,,,ShadowCamera3,0,101013,2,11;13;14;15,0,0,0,buzhen_icon_3,1492,0,0,0,0,0,1,12;14,1346,1,0,0
20301,2,3,103011,34,50,20,4,2,3,4,2,20237,34,10304,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_01_01.lua,,,,,ShadowCamera3,0,101013,2,11;12;14;15,0,0,0,buzhen_icon_4,1493,0,0,0,0,0,1,12;13,1198,1,0,0
20302,2,3,103021,34,50,20,4,2,3,4,2,20301,34,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_01_02.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;14,0,0,0,buzhen_icon_5,1495,0,0,0,0,0,1,12;13,1198,1,0,0
20303,2,3,103031,34,50,20,4,2,3,4,2,20302,34,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_01_03.lua,,,,,ShadowCamera3,0,101013,2,11;13;14;15,0,0,0,buzhen_icon_3,1492,0,0,0,0,0,1,12;13,1198,1,0,0
20304,2,3,103041,34,50,20,4,2,3,4,2,20303,34,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_01_04.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;14,0,0,0,buzhen_icon_5,1495,0,0,0,0,0,1,12;14;15,1497,1,0,0
20305,2,3,103051,35,50,20,4,2,3,4,2,20304,35,10309,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_02_01.lua,,,,,ShadowCamera3,0,101013,2,12;13;14;15,0,0,0,buzhen_icon_2,1491,0,0,0,0,0,1,11;14,1215,1,0,0
20306,2,3,103061,35,50,20,4,2,3,4,2,20305,35,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_02_02.lua,,,,,ShadowCamera3,0,101013,2,12;13;14;15,0,0,0,buzhen_icon_2,1491,0,0,0,0,0,1,11;14,1215,1,0,0
20307,2,3,103071,35,50,20,4,2,3,4,2,20306,35,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_02_03.lua,,,,,ShadowCamera3,0,101013,2,12;13;14;15,0,0,0,buzhen_icon_2,1491,0,0,0,0,0,1,11,1215,1,0,0
20308,2,3,103081,35,50,20,4,2,3,4,2,20307,35,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_02_04.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;15,0,0,0,buzhen_icon_1,1494,0,0,0,0,0,1,11;14,1215,1,0,0
20309,2,3,103091,35,50,20,4,2,3,4,2,20308,35,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_02_05.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;15,0,0,0,buzhen_icon_1,1494,0,0,0,0,0,1,14,1519,1,0,0
20310,2,3,103101,36,50,20,4,2,3,4,2,20309,36,10314,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_03_01.lua,,,,,ShadowCamera3,0,101013,2,12;13;14;15,0,0,0,buzhen_icon_2,1491,0,0,0,0,0,1,14;15,1232,1,0,0
20311,2,3,103111,36,50,20,4,2,3,4,2,20310,36,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_03_02.lua,,,,,ShadowCamera3,0,101013,2,11;13;14;15,0,0,0,buzhen_icon_3,1492,0,0,0,0,0,1,12,1232,1,0,0
20312,2,3,103121,36,50,20,4,2,3,4,2,20311,36,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_03_03.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;15,0,0,0,buzhen_icon_1,1494,0,0,0,0,0,1,11;14,1232,1,0,0
20313,2,3,103131,36,50,20,4,2,3,4,2,20312,36,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_03_04.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;15,0,0,0,buzhen_icon_1,1494,0,0,0,0,0,1,11,1232,1,0,0
20314,2,3,103141,36,50,20,4,2,3,4,2,20313,36,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_03_05.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;14,0,0,0,buzhen_icon_5,1495,0,0,0,0,0,1,15,1540,1,0,0
20315,2,3,103151,37,50,20,4,2,3,4,2,20314,37,10319,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_04_01.lua,,,,,ShadowCamera3,0,101013,2,11;12;14;15,0,0,0,buzhen_icon_4,1493,0,0,0,0,0,1,12;13,1249,1,0,0
20316,2,3,103161,37,50,20,4,2,3,4,2,20315,37,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_04_02.lua,,,,,ShadowCamera3,0,101013,2,11;12;14;15,0,0,0,buzhen_icon_4,1493,0,0,0,0,0,1,12;13,1249,1,0,0
20317,2,3,103171,37,50,20,4,2,3,4,2,20316,37,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_04_03.lua,,,,,ShadowCamera3,0,101013,2,11;12;14;15,0,0,0,buzhen_icon_4,1493,0,0,0,0,0,1,12;13,1249,1,0,0
20318,2,3,103181,37,50,20,4,2,3,4,2,20317,37,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_04_04.lua,,,,,ShadowCamera3,0,101013,2,11;13;14;15,0,0,0,buzhen_icon_3,1492,0,0,0,0,0,1,12;13,1249,1,0,0
20319,2,3,103191,37,50,20,4,2,3,4,2,20318,37,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_04_05.lua,,,,,ShadowCamera3,0,101013,2,11;13;14;15,0,0,0,buzhen_icon_3,1492,0,0,0,0,0,1,12;13;15,1562,1,0,0
20320,2,3,103201,38,50,20,4,2,3,4,2,20319,38,10324,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_05_01.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;14,0,0,0,buzhen_icon_5,1495,0,0,0,0,0,1,12;14,1267,1,0,0
20321,2,3,103211,38,50,20,4,2,3,4,2,20320,38,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_05_02.lua,,,,,ShadowCamera3,0,101013,2,11;12;14;15,0,0,0,buzhen_icon_4,1493,0,0,0,0,0,1,12;13;15,1267,1,0,0
20322,2,3,103221,38,50,20,4,2,3,4,2,20321,38,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_05_03.lua,,,,,ShadowCamera3,0,101013,2,11;13;14;15,0,0,0,buzhen_icon_3,1492,0,0,0,0,0,1,12;13,1267,1,0,0
20323,2,3,103231,38,50,20,4,2,3,4,2,20322,38,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_05_04.lua,,,,,ShadowCamera3,0,101013,2,12;13;14;15,0,0,0,buzhen_icon_2,1491,0,0,0,0,0,1,11;13,1267,1,0,0
20324,2,3,103241,38,50,20,4,2,3,4,2,20323,38,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_05_05.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;14,0,0,0,buzhen_icon_5,1495,0,0,0,0,0,1,11;13;15,1584,1,0,0
20325,2,3,103251,39,50,20,4,2,3,4,2,20324,39,10329,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_06_01.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;15,0,0,0,buzhen_icon_1,1494,0,0,0,0,0,1,14,1284,1,0,0
20326,2,3,103261,39,50,20,4,2,3,4,2,20325,39,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_06_02.lua,,,,,ShadowCamera3,0,101013,2,11;13;14;15,0,0,0,buzhen_icon_3,1492,0,0,0,0,0,1,12;13,1284,1,0,0
20327,2,3,103271,39,50,20,4,2,3,4,2,20326,39,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_06_03.lua,,,,,ShadowCamera3,0,101013,2,11;13;14;15,0,0,0,buzhen_icon_3,1492,0,0,0,0,0,1,12;14,1284,1,0,0
20328,2,3,103281,39,50,20,4,2,3,4,2,20327,39,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_06_04.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;15,0,0,0,buzhen_icon_1,1494,0,0,0,0,0,1,12;14,1284,1,0,0
20329,2,3,103291,39,50,20,4,2,3,4,2,20328,39,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_06_05.lua,,,,,ShadowCamera3,0,101013,2,12;13;14;15,0,0,0,buzhen_icon_2,1491,0,0,0,0,0,1,11;12;14,1605,1,0,0
20330,2,3,103301,40,50,20,4,2,3,4,2,20329,40,10334,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_07_01.lua,,,,,ShadowCamera3,0,101013,2,12;13;14;15,0,0,0,buzhen_icon_2,1491,0,0,0,0,0,1,11;14,1301,1,0,0
20331,2,3,103311,40,50,20,4,2,3,4,2,20330,40,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_07_02.lua,,,,,ShadowCamera3,0,101013,2,11;12;14;15,0,0,0,buzhen_icon_4,1493,0,0,0,0,0,1,11;13;14,1301,1,0,0
20332,2,3,103321,40,50,20,4,2,3,4,2,20331,40,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_07_03.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;15,0,0,0,buzhen_icon_1,1494,0,0,0,0,0,1,11;13;14,1301,1,0,0
20333,2,3,103331,40,50,20,4,2,3,4,2,20332,40,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_07_04.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;14,0,0,0,buzhen_icon_5,1495,0,0,0,0,0,1,11;14,1301,1,0,0
20334,2,3,103341,40,50,20,4,2,3,4,2,20333,40,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_07_05.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;14,0,0,0,buzhen_icon_5,1495,0,0,0,0,0,1,14;15,1627,1,0,0
20335,2,3,103351,42,50,20,4,2,3,4,2,20334,42,10339,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_08_01.lua,,,,,ShadowCamera3,0,101013,2,11;13;14;15,0,0,0,buzhen_icon_3,1492,0,0,0,0,0,1,12;15,1319,1,0,0
20336,2,3,103361,42,50,20,4,2,3,4,2,20335,42,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_08_02.lua,,,,,ShadowCamera3,0,101013,2,11;13;14;15,0,0,0,buzhen_icon_3,1492,0,0,0,0,0,1,12;15,1319,1,0,0
20337,2,3,103371,42,50,20,4,2,3,4,2,20336,42,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_08_03.lua,,,,,ShadowCamera3,0,101013,2,11;12;14;15,0,0,0,buzhen_icon_4,1493,0,0,0,0,0,1,12;15,1319,1,0,0
20338,2,3,103381,42,50,20,4,2,3,4,2,20337,42,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_08_04.lua,,,,,ShadowCamera3,0,101013,2,11;12;14;15,0,0,0,buzhen_icon_4,1493,0,0,0,0,0,1,12;15,1319,1,0,0
20339,2,3,103391,42,50,20,4,2,3,4,2,20338,42,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_08_05.lua,,,,,ShadowCamera3,0,101013,2,12;13;14;15,0,0,0,buzhen_icon_2,1491,0,0,0,0,0,1,12;14;15,1648,1,0,0
20340,2,3,103401,44,50,20,4,2,3,4,2,20339,44,10344,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_09_01.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;14,0,0,0,buzhen_icon_5,1495,0,0,0,0,0,1,11;15,1336,1,0,0
20341,2,3,103411,44,50,20,4,2,3,4,2,20340,44,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_09_02.lua,,,,,ShadowCamera3,0,101013,2,11;12;14;15,0,0,0,buzhen_icon_4,1493,0,0,0,0,0,1,13;15,1336,1,0,0
20342,2,3,103421,44,50,20,4,2,3,4,2,20341,44,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_09_03.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;15,0,0,0,buzhen_icon_1,1494,0,0,0,0,0,1,15,1336,1,0,0
20343,2,3,103431,44,50,20,4,2,3,4,2,20342,44,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_09_04.lua,,,,,ShadowCamera3,0,101013,2,12;13;14;15,0,0,0,buzhen_icon_2,1491,0,0,0,0,0,1,11;14,1336,1,0,0
20344,2,3,103441,44,50,20,4,2,3,4,2,20343,44,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep03_09_05.lua,,,,,ShadowCamera3,0,101013,2,11;12;13;15,0,0,0,buzhen_icon_1,1494,0,0,0,0,0,1,11;12,1670,1,0,0
20401,2,4,104011,45,50,20,4,2,3,4,2,20344,45,10404,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_01_01.lua,,,,,ShadowCamera3,0,101013,2,11;13;15,0,0,0,buzhen_icon_20,1496,0,0,0,0,0,1,11,1198,1,0,0
20402,2,4,104021,45,50,20,4,2,3,4,2,20401,45,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_01_02.lua,,,,,ShadowCamera3,0,101013,2,11;13;15,0,0,0,buzhen_icon_20,1496,0,0,0,0,0,1,13;14,1198,1,0,0
20403,2,4,104031,45,50,20,4,2,3,4,2,20402,45,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_01_03.lua,,,,,ShadowCamera3,0,101013,2,11;13;15,0,0,0,buzhen_icon_20,1496,0,0,0,0,0,1,13;14,1198,1,0,0
20404,2,4,104041,45,50,20,4,2,3,4,2,20403,45,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_01_04.lua,,,,,ShadowCamera3,0,101013,2,11;13;15,0,0,0,buzhen_icon_20,1496,0,0,0,0,0,1,12,1497,1,0,0
20405,2,4,104051,47,50,20,4,2,3,4,2,20404,47,10409,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_02_01.lua,,,,,ShadowCamera3,0,101013,2,11;12;14,0,0,0,buzhen_icon_20,1497,0,0,0,0,0,1,11,1215,1,0,0
20406,2,4,104061,47,50,20,4,2,3,4,2,20405,47,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_02_02.lua,,,,,ShadowCamera3,0,101013,2,11;12;14,0,0,0,buzhen_icon_20,1497,0,0,0,0,0,1,13;14,1215,1,0,0
20407,2,4,104071,47,50,20,4,2,3,4,2,20406,47,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_02_03.lua,,,,,ShadowCamera3,0,101013,2,11;12;14,0,0,0,buzhen_icon_20,1497,0,0,0,0,0,1,13;14,1215,1,0,0
20408,2,4,104081,47,50,20,4,2,3,4,2,20407,47,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_02_04.lua,,,,,ShadowCamera3,0,101013,2,11;12;14,0,0,0,buzhen_icon_20,1497,0,0,0,0,0,1,14;15,1215,1,0,0
20409,2,4,104091,47,50,20,4,2,3,4,2,20408,47,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_02_05.lua,,,,,ShadowCamera3,0,101013,2,11;12;14,0,0,0,buzhen_icon_20,1497,0,0,0,0,0,1,11;14,1519,1,0,0
20410,2,4,104101,49,50,20,4,2,3,4,2,20409,49,10414,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_03_01.lua,,,,,ShadowCamera3,0,101013,2,12;13;15,0,0,0,buzhen_icon_20,1498,0,0,0,0,0,1,11;14,1232,1,0,0
20411,2,4,104111,49,50,20,4,2,3,4,2,20410,49,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_03_02.lua,,,,,ShadowCamera3,0,101013,2,12;13;15,0,0,0,buzhen_icon_20,1498,0,0,0,0,0,1,13;14,1232,1,0,0
20412,2,4,104121,49,50,20,4,2,3,4,2,20411,49,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_03_03.lua,,,,,ShadowCamera3,0,101013,2,12;13;15,0,0,0,buzhen_icon_20,1498,0,0,0,0,0,1,11;12,1232,1,0,0
20413,2,4,104131,49,50,20,4,2,3,4,2,20412,49,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_03_04.lua,,,,,ShadowCamera3,0,101013,2,12;13;15,0,0,0,buzhen_icon_20,1498,0,0,0,0,0,1,12;14,1232,1,0,0
20414,2,4,104141,49,50,20,4,2,3,4,2,20413,49,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_03_05.lua,,,,,ShadowCamera3,0,101013,2,12;13;15,0,0,0,buzhen_icon_20,1498,0,0,0,0,0,1,12;13,1540,1,0,0
20415,2,4,104151,51,50,20,4,2,3,4,2,20414,51,10419,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_04_01.lua,,,,,ShadowCamera3,0,101013,2,11;12;15,0,0,0,buzhen_icon_20,1499,0,0,0,0,0,1,12;15,1249,1,0,0
20416,2,4,104161,51,50,20,4,2,3,4,2,20415,51,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_04_02.lua,,,,,ShadowCamera3,0,101013,2,11;12;15,0,0,0,buzhen_icon_20,1499,0,0,0,0,0,1,11;14,1249,1,0,0
20417,2,4,104171,51,50,20,4,2,3,4,2,20416,51,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_04_03.lua,,,,,ShadowCamera3,0,101013,2,11;12;15,0,0,0,buzhen_icon_20,1499,0,0,0,0,0,1,11;14,1249,1,0,0
20418,2,4,104181,51,50,20,4,2,3,4,2,20417,51,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_04_04.lua,,,,,ShadowCamera3,0,101013,2,11;12;15,0,0,0,buzhen_icon_20,1499,0,0,0,0,0,1,11;14,1249,1,0,0
20419,2,4,104191,51,50,20,4,2,3,4,2,20418,51,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_04_05.lua,,,,,ShadowCamera3,0,101013,2,11;12;15,0,0,0,buzhen_icon_20,1499,0,0,0,0,0,1,12;14,1562,1,0,0
20420,2,4,104201,53,50,20,4,2,3,4,2,20419,53,10424,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_05_01.lua,,,,,ShadowCamera3,0,101013,2,11;13;14,0,0,0,buzhen_icon_20,1490,0,0,0,0,0,1,11;13,1267,1,0,0
20421,2,4,104211,53,50,20,4,2,3,4,2,20420,53,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_05_02.lua,,,,,ShadowCamera3,0,101013,2,11;13;14,0,0,0,buzhen_icon_20,1490,0,0,0,0,0,1,11;13,1267,1,0,0
20422,2,4,104221,53,50,20,4,2,3,4,2,20421,53,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_05_03.lua,,,,,ShadowCamera3,0,101013,2,11;13;14,0,0,0,buzhen_icon_20,1490,0,0,0,0,0,1,13;15,1267,1,0,0
20423,2,4,104231,53,50,20,4,2,3,4,2,20422,53,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_05_04.lua,,,,,ShadowCamera3,0,101013,2,11;13;14,0,0,0,buzhen_icon_20,1490,0,0,0,0,0,1,13,1267,1,0,0
20424,2,4,104241,53,50,20,4,2,3,4,2,20423,53,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_05_05.lua,,,,,ShadowCamera3,0,101013,2,11;13;14,0,0,0,buzhen_icon_20,1490,0,0,0,0,0,1,13;15,1584,1,0,0
20425,2,4,104251,55,50,20,4,2,3,4,2,20424,55,10429,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_06_01.lua,,,,,ShadowCamera3,0,101013,2,11;12;14,0,0,0,buzhen_icon_20,1497,0,0,0,0,0,1,11;13,1284,1,0,0
20426,2,4,104261,55,50,20,4,2,3,4,2,20425,55,0,1001;1003;1014,BaseStar;AllPlayerLiveStar;FiveRoundStar,2;2,3;3;3,hep04_06_02.lua,,,,,ShadowCamera3,0,101013,2,11;12;14,0,0,0,buzhen_icon_20,1497,0,0,0,0,0,1,13;14,1284,1,0,0
