序号,卡牌资源,最高等级/怪物等级,星级,最高星级,进化所需,可突破次数,名称,性别,职业,阵营,特殊类型,攻击范围,攻击类型,材质,默认视野,AI编号,是否Boss,是否大型,1级血量,1级物攻,1级魔攻,1级物防,1级魔防,1级速度,升级血量,升级物攻,升级魔攻,升级物防,升级魔防,升级速度,暴率,暴击抗性,命中,闪避,反击,反击次数,反击抗性,格挡,格挡抗性,伤害浮动范围,基础仇恨,稀有,占几个格子,可行动次数,每次行动衰减,移动范围,可移动高度,可攻击高度,可否斜向移动,穿越其他人,被其他人穿越,飞行,普攻技能,被动技能,防御技能,怒气技能1,怒气技能2,角色怒气上限,卡牌出场特效,卡面特效,升级类别,唯一编号,转换成碎片数,类型(0玩家卡牌；1普通小怪；2普通BOSS；3需要显示大血条的巨型BOSS）,宗属国,模型缩放,普攻寻路,必杀寻路,SSR,效果命中,效果抵抗,暴击伤害,物理穿透,魔法穿透,可转职业,星石类型,选择类型,血条系数,弓手动作,特殊AI,特殊进攻AI
3404,34,80,5,6,200;200000,0,341,2,14,23,0,2,2,0,100,7,0,0,138,0,58,44,63,77,31,0,12,9,13,0,7,0,100,0,0,0,0,0,0,0,0,0,1,1,75,1,1,50,0,0,0,0,0,0,0,0,0,1020,0,1,1,34,200,0,0,1,81110,91110,2,0,0,150,0,0,22;23;24;25;28,1|1;2|2;3|4;4|255,0,1,0,210002|7090;210001|7090;210000|7090;170000|7090;170001|7090;170002|7090;170003|7090;170004|7090;170005|7090;170006|7090;170007|7090;170008|7040;170009|7040;170010|7090;170011|7090;170012|7090;170013|7090;170014|7090;170015|7090;170016|7090;170017|7090;170018|7040;170019|7040;170020|7090;170021|7090;170022|7090;170023|7090;170024|7090;170025|7090;170026|7090;170027|7090;170028|7040;170029|7040,210002|7090;210001|7090;210000|7090
3405,34,80,6,6,0;0,4,341,2,14,23,0,2,2,0,100,7,0,0,153,0,65,49,70,86,35,0,14,10,15,0,7,0,100,0,0,0,0,0,0,0,0,0,1,1,75,1,1,50,0,0,0,0,0,0,0,0,0,1020,0,1,1,34,400,0,0,1,81110,91110,2,0,0,150,0,0,22;23;24;25;28,1|1;2|2;3|4;4|255,0,1,0,210002|7090;210001|7090;210000|7090;170000|7090;170001|7090;170002|7090;170003|7090;170004|7090;170005|7090;170006|7090;170007|7090;170008|7040;170009|7040;170010|7090;170011|7090;170012|7090;170013|7090;170014|7090;170015|7090;170016|7090;170017|7090;170018|7040;170019|7040;170020|7090;170021|7090;170022|7090;170023|7090;170024|7090;170025|7090;170026|7090;170027|7090;170028|7040;170029|7040,210002|7090;210001|7090;210000|7090
3501,35,80,2,6,30;5000,0,351,2,12,22,0,1,2,0,100,7,0,0,103,46,0,34,34,66,23,10,0,7,7,0,9,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,1020,0,1,1,35,10,0,0,1,81110,91110,3,0,0,150,0,0,8;9;12;11;14,1|1;2|2;3|4;4|255,0,1,0,210002|7070;210001|7070;210000|7070;170000|7070;170001|7070;170002|7070;170003|7070;170004|7070;170005|7070;170006|7070;170007|7070;170008|7020;170009|7020;170010|7070;170011|7070;170012|7070;170013|7070;170014|7070;170015|7070;170016|7070;170017|7070;170018|7020;170019|7020;170020|7070;170021|7070;170022|7070;170023|7070;170024|7070;170025|7070;170026|7070;170027|7070;170028|7020;170029|7020,210002|7070;210001|7070;210000|7070
3502,35,80,3,6,60;20000,0,351,2,12,22,0,1,2,0,100,7,0,0,120,53,0,40,40,77,27,11,0,8,8,0,9,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,1020,0,1,1,35,40,0,0,1,81110,91110,3,0,0,150,0,0,8;9;12;11;14,1|1;2|2;3|4;4|255,0,1,0,210002|7070;210001|7070;210000|7070;170000|7070;170001|7070;170002|7070;170003|7070;170004|7070;170005|7070;170006|7070;170007|7070;170008|7020;170009|7020;170010|7070;170011|7070;170012|7070;170013|7070;170014|7070;170015|7070;170016|7070;170017|7070;170018|7020;170019|7020;170020|7070;170021|7070;170022|7070;170023|7070;170024|7070;170025|7070;170026|7070;170027|7070;170028|7020;170029|7020,210002|7070;210001|7070;210000|7070
3503,35,80,4,6,100;100000,0,351,2,12,22,0,1,2,0,100,7,0,0,138,61,0,46,46,88,31,13,0,10,10,0,9,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,1020,0,1,1,35,100,0,0,1,81110,91110,3,0,0,150,0,0,8;9;12;11;14,1|1;2|2;3|4;4|255,0,1,0,210002|7070;210001|7070;210000|7070;170000|7070;170001|7070;170002|7070;170003|7070;170004|7070;170005|7070;170006|7070;170007|7070;170008|7020;170009|7020;170010|7070;170011|7070;170012|7070;170013|7070;170014|7070;170015|7070;170016|7070;170017|7070;170018|7020;170019|7020;170020|7070;170021|7070;170022|7070;170023|7070;170024|7070;170025|7070;170026|7070;170027|7070;170028|7020;170029|7020,210002|7070;210001|7070;210000|7070
3504,35,80,5,6,200;200000,0,351,2,12,22,0,1,2,0,100,7,0,0,155,69,0,51,51,99,35,15,0,11,11,0,9,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,1020,0,1,1,35,200,0,0,1,81110,91110,3,0,0,150,0,0,8;9;12;11;14,1|1;2|2;3|4;4|255,0,1,0,210002|7070;210001|7070;210000|7070;170000|7070;170001|7070;170002|7070;170003|7070;170004|7070;170005|7070;170006|7070;170007|7070;170008|7020;170009|7020;170010|7070;170011|7070;170012|7070;170013|7070;170014|7070;170015|7070;170016|7070;170017|7070;170018|7020;170019|7020;170020|7070;170021|7070;170022|7070;170023|7070;170024|7070;170025|7070;170026|7070;170027|7070;170028|7020;170029|7020,210002|7070;210001|7070;210000|7070
3505,35,80,6,6,0;0,4,351,2,12,22,0,1,2,0,100,7,0,0,172,76,0,57,57,110,39,16,0,12,12,0,9,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,1020,0,1,1,35,400,0,0,1,81110,91110,3,0,0,150,0,0,8;9;12;11;14,1|1;2|2;3|4;4|255,0,1,0,210002|7070;210001|7070;210000|7070;170000|7070;170001|7070;170002|7070;170003|7070;170004|7070;170005|7070;170006|7070;170007|7070;170008|7020;170009|7020;170010|7070;170011|7070;170012|7070;170013|7070;170014|7070;170015|7070;170016|7070;170017|7070;170018|7020;170019|7020;170020|7070;170021|7070;170022|7070;170023|7070;170024|7070;170025|7070;170026|7070;170027|7070;170028|7020;170029|7020,210002|7070;210001|7070;210000|7070
3601,36,80,2,6,30;5000,0,361,2,11,21,1,1,1,0,100,7,0,0,132,32,0,42,34,56,30,7,0,9,7,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,36,10,0,0,1,81110,91110,1,0,0,150,0,0,1;2;3;6;5,1|1;2|2;3|4;4|255,0,1,0,210002|7060;210001|7060;210000|7060;170000|7060;170001|7060;170002|7060;170003|7060;170004|7060;170005|7060;170006|7060;170007|7060;170008|7010;170009|7010;170010|7060;170011|7060;170012|7060;170013|7060;170014|7060;170015|7060;170016|7060;170017|7060;170018|7010;170019|7010;170020|7060;170021|7060;170022|7060;170023|7060;170024|7060;170025|7060;170026|7060;170027|7060;170028|7010;170029|7010,210002|7060;210001|7060;210000|7060
3602,36,80,3,6,60;20000,0,361,2,11,21,1,1,1,0,100,7,0,0,154,38,0,49,40,65,35,8,0,10,8,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,36,40,0,0,1,81110,91110,1,0,0,150,0,0,1;2;3;6;5,1|1;2|2;3|4;4|255,0,1,0,210002|7060;210001|7060;210000|7060;170000|7060;170001|7060;170002|7060;170003|7060;170004|7060;170005|7060;170006|7060;170007|7060;170008|7010;170009|7010;170010|7060;170011|7060;170012|7060;170013|7060;170014|7060;170015|7060;170016|7060;170017|7060;170018|7010;170019|7010;170020|7060;170021|7060;170022|7060;170023|7060;170024|7060;170025|7060;170026|7060;170027|7060;170028|7010;170029|7010,210002|7060;210001|7060;210000|7060
3603,36,80,4,6,100;100000,0,361,2,11,21,1,1,1,0,100,7,0,0,176,43,0,56,46,75,40,9,0,12,10,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,36,100,0,0,1,81110,91110,1,0,0,150,0,0,1;2;3;6;5,1|1;2|2;3|4;4|255,0,1,0,210002|7060;210001|7060;210000|7060;170000|7060;170001|7060;170002|7060;170003|7060;170004|7060;170005|7060;170006|7060;170007|7060;170008|7010;170009|7010;170010|7060;170011|7060;170012|7060;170013|7060;170014|7060;170015|7060;170016|7060;170017|7060;170018|7010;170019|7010;170020|7060;170021|7060;170022|7060;170023|7060;170024|7060;170025|7060;170026|7060;170027|7060;170028|7010;170029|7010,210002|7060;210001|7060;210000|7060
3604,36,80,5,6,200;200000,0,361,2,11,21,1,1,1,0,100,7,0,0,198,48,0,63,52,84,45,10,0,13,11,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,36,200,0,0,1,81110,91110,1,0,0,150,0,0,1;2;3;6;5,1|1;2|2;3|4;4|255,0,1,0,210002|7060;210001|7060;210000|7060;170000|7060;170001|7060;170002|7060;170003|7060;170004|7060;170005|7060;170006|7060;170007|7060;170008|7010;170009|7010;170010|7060;170011|7060;170012|7060;170013|7060;170014|7060;170015|7060;170016|7060;170017|7060;170018|7010;170019|7010;170020|7060;170021|7060;170022|7060;170023|7060;170024|7060;170025|7060;170026|7060;170027|7060;170028|7010;170029|7010,210002|7060;210001|7060;210000|7060
3605,36,80,6,6,0;0,4,361,2,11,21,1,1,1,0,100,7,0,0,220,54,0,70,58,94,50,11,0,15,12,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,36,400,0,0,1,81110,91110,1,0,0,150,0,0,1;2;3;6;5,1|1;2|2;3|4;4|255,0,1,0,210002|7060;210001|7060;210000|7060;170000|7060;170001|7060;170002|7060;170003|7060;170004|7060;170005|7060;170006|7060;170007|7060;170008|7010;170009|7010;170010|7060;170011|7060;170012|7060;170013|7060;170014|7060;170015|7060;170016|7060;170017|7060;170018|7010;170019|7010;170020|7060;170021|7060;170022|7060;170023|7060;170024|7060;170025|7060;170026|7060;170027|7060;170028|7010;170029|7010,210002|7060;210001|7060;210000|7060
3701,37,80,2,6,30;5000,0,371,1,12,21,0,1,1,0,100,7,0,0,89,39,0,33,33,66,20,8,0,7,7,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,37,10,0,0,1,81110,91110,1,0,0,150,0,0,8;9;12;14;10,1|1;2|2;3|4;4|255,0,1,0,210002|7070;210001|7070;210000|7070;170000|7070;170001|7070;170002|7070;170003|7070;170004|7070;170005|7070;170006|7070;170007|7070;170008|7020;170009|7020;170010|7070;170011|7070;170012|7070;170013|7070;170014|7070;170015|7070;170016|7070;170017|7070;170018|7020;170019|7020;170020|7070;170021|7070;170022|7070;170023|7070;170024|7070;170025|7070;170026|7070;170027|7070;170028|7020;170029|7020,210002|7070;210001|7070;210000|7070
3702,37,80,3,6,60;20000,0,371,1,12,21,0,1,1,0,100,7,0,0,104,45,0,38,38,77,24,9,0,8,8,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,37,40,0,0,1,81110,91110,1,0,0,150,0,0,8;9;12;14;10,1|1;2|2;3|4;4|255,0,1,0,210002|7070;210001|7070;210000|7070;170000|7070;170001|7070;170002|7070;170003|7070;170004|7070;170005|7070;170006|7070;170007|7070;170008|7020;170009|7020;170010|7070;170011|7070;170012|7070;170013|7070;170014|7070;170015|7070;170016|7070;170017|7070;170018|7020;170019|7020;170020|7070;170021|7070;170022|7070;170023|7070;170024|7070;170025|7070;170026|7070;170027|7070;170028|7020;170029|7020,210002|7070;210001|7070;210000|7070
3703,37,80,4,6,100;100000,0,371,1,12,21,0,1,1,0,100,7,0,0,119,52,0,44,44,88,27,11,0,9,9,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,37,100,0,0,1,81110,91110,1,0,0,150,0,0,8;9;12;14;10,1|1;2|2;3|4;4|255,0,1,0,210002|7070;210001|7070;210000|7070;170000|7070;170001|7070;170002|7070;170003|7070;170004|7070;170005|7070;170006|7070;170007|7070;170008|7020;170009|7020;170010|7070;170011|7070;170012|7070;170013|7070;170014|7070;170015|7070;170016|7070;170017|7070;170018|7020;170019|7020;170020|7070;170021|7070;170022|7070;170023|7070;170024|7070;170025|7070;170026|7070;170027|7070;170028|7020;170029|7020,210002|7070;210001|7070;210000|7070
3704,37,80,5,6,200;200000,0,371,1,12,21,0,1,1,0,100,7,0,0,134,58,0,49,49,99,30,12,0,10,10,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,37,200,0,0,1,81110,91110,1,0,0,150,0,0,8;9;12;14;10,1|1;2|2;3|4;4|255,0,1,0,210002|7070;210001|7070;210000|7070;170000|7070;170001|7070;170002|7070;170003|7070;170004|7070;170005|7070;170006|7070;170007|7070;170008|7020;170009|7020;170010|7070;170011|7070;170012|7070;170013|7070;170014|7070;170015|7070;170016|7070;170017|7070;170018|7020;170019|7020;170020|7070;170021|7070;170022|7070;170023|7070;170024|7070;170025|7070;170026|7070;170027|7070;170028|7020;170029|7020,210002|7070;210001|7070;210000|7070
3705,37,80,6,6,0;0,4,371,1,12,21,0,1,1,0,100,7,0,0,149,65,0,55,55,110,34,14,0,12,12,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,37,400,0,0,1,81110,91110,1,0,0,150,0,0,8;9;12;14;10,1|1;2|2;3|4;4|255,0,1,0,210002|7070;210001|7070;210000|7070;170000|7070;170001|7070;170002|7070;170003|7070;170004|7070;170005|7070;170006|7070;170007|7070;170008|7020;170009|7020;170010|7070;170011|7070;170012|7070;170013|7070;170014|7070;170015|7070;170016|7070;170017|7070;170018|7020;170019|7020;170020|7070;170021|7070;170022|7070;170023|7070;170024|7070;170025|7070;170026|7070;170027|7070;170028|7020;170029|7020,210002|7070;210001|7070;210000|7070
3801,38,80,2,6,30;5000,0,381,2,13,23,0,3,2,0,100,7,0,0,115,39,0,32,32,55,26,8,0,7,7,0,7,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,50,0,0,0,0,0,0,0,0,0,850,0,1,1,38,10,0,0,1,81110,91110,2,0,0,150,0,0,15;16;17;21;18,1|1;2|2;3|4;4|255,0,1,1,210002|7080;210001|7080;210000|7080;170000|7080;170001|7080;170002|7080;170003|7080;170004|7080;170005|7080;170006|7080;170007|7080;170008|7030;170009|7030;170010|7080;170011|7080;170012|7080;170013|7080;170014|7080;170015|7080;170016|7080;170017|7080;170018|7030;170019|7030;170020|7080;170021|7080;170022|7080;170023|7080;170024|7080;170025|7080;170026|7080;170027|7080;170028|7030;170029|7030,210002|7080;210001|7080;210000|7080
3802,38,80,3,6,60;20000,0,381,2,13,23,0,3,2,0,100,7,0,0,134,45,0,38,38,64,30,9,0,8,8,0,7,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,50,0,0,0,0,0,0,0,0,0,850,0,1,1,38,40,0,0,1,81110,91110,2,0,0,150,0,0,15;16;17;21;18,1|1;2|2;3|4;4|255,0,1,1,210002|7080;210001|7080;210000|7080;170000|7080;170001|7080;170002|7080;170003|7080;170004|7080;170005|7080;170006|7080;170007|7080;170008|7030;170009|7030;170010|7080;170011|7080;170012|7080;170013|7080;170014|7080;170015|7080;170016|7080;170017|7080;170018|7030;170019|7030;170020|7080;170021|7080;170022|7080;170023|7080;170024|7080;170025|7080;170026|7080;170027|7080;170028|7030;170029|7030,210002|7080;210001|7080;210000|7080
3803,38,80,4,6,100;100000,0,381,2,13,23,0,3,2,0,100,7,0,0,153,52,0,43,43,73,35,11,0,9,9,0,7,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,50,0,0,0,0,0,0,0,0,0,850,0,1,1,38,100,0,0,1,81110,91110,2,0,0,150,0,0,15;16;17;21;18,1|1;2|2;3|4;4|255,0,1,1,210002|7080;210001|7080;210000|7080;170000|7080;170001|7080;170002|7080;170003|7080;170004|7080;170005|7080;170006|7080;170007|7080;170008|7030;170009|7030;170010|7080;170011|7080;170012|7080;170013|7080;170014|7080;170015|7080;170016|7080;170017|7080;170018|7030;170019|7030;170020|7080;170021|7080;170022|7080;170023|7080;170024|7080;170025|7080;170026|7080;170027|7080;170028|7030;170029|7030,210002|7080;210001|7080;210000|7080
3804,38,80,5,6,200;200000,0,381,2,13,23,0,3,2,0,100,7,0,0,172,58,0,48,48,82,39,12,0,10,10,0,7,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,50,0,0,0,0,0,0,0,0,0,850,0,1,1,38,200,0,0,1,81110,91110,2,0,0,150,0,0,15;16;17;21;18,1|1;2|2;3|4;4|255,0,1,1,210002|7080;210001|7080;210000|7080;170000|7080;170001|7080;170002|7080;170003|7080;170004|7080;170005|7080;170006|7080;170007|7080;170008|7030;170009|7030;170010|7080;170011|7080;170012|7080;170013|7080;170014|7080;170015|7080;170016|7080;170017|7080;170018|7030;170019|7030;170020|7080;170021|7080;170022|7080;170023|7080;170024|7080;170025|7080;170026|7080;170027|7080;170028|7030;170029|7030,210002|7080;210001|7080;210000|7080
3805,38,80,6,6,0;0,4,381,2,13,23,0,3,2,0,100,7,0,0,192,65,0,54,54,92,44,14,0,11,11,0,7,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,50,0,0,0,0,0,0,0,0,0,850,0,1,1,38,400,0,0,1,81110,91110,2,0,0,150,0,0,15;16;17;21;18,1|1;2|2;3|4;4|255,0,1,1,210002|7080;210001|7080;210000|7080;170000|7080;170001|7080;170002|7080;170003|7080;170004|7080;170005|7080;170006|7080;170007|7080;170008|7030;170009|7030;170010|7080;170011|7080;170012|7080;170013|7080;170014|7080;170015|7080;170016|7080;170017|7080;170018|7030;170019|7030;170020|7080;170021|7080;170022|7080;170023|7080;170024|7080;170025|7080;170026|7080;170027|7080;170028|7030;170029|7030,210002|7080;210001|7080;210000|7080
3901,39,80,2,6,30;5000,0,391,2,14,21,0,2,2,0,100,7,0,0,89,0,41,30,38,50,20,0,9,6,8,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,50,0,0,0,0,0,0,0,0,0,850,0,1,1,39,10,0,0,1,81110,91110,1,0,0,150,0,0,22;23;24;25;26,1|1;2|2;3|4;4|255,0,1,0,210002|7090;210001|7090;210000|7090;170000|7090;170001|7090;170002|7090;170003|7090;170004|7090;170005|7090;170006|7090;170007|7090;170008|7040;170009|7040;170010|7090;170011|7090;170012|7090;170013|7090;170014|7090;170015|7090;170016|7090;170017|7090;170018|7040;170019|7040;170020|7090;170021|7090;170022|7090;170023|7090;170024|7090;170025|7090;170026|7090;170027|7090;170028|7040;170029|7040,210002|7090;210001|7090;210000|7090
3902,39,80,3,6,60;20000,0,391,2,14,21,0,2,2,0,100,7,0,0,104,0,48,35,44,58,24,0,10,7,9,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,50,0,0,0,0,0,0,0,0,0,850,0,1,1,39,40,0,0,1,81110,91110,1,0,0,150,0,0,22;23;24;25;26,1|1;2|2;3|4;4|255,0,1,0,210002|7090;210001|7090;210000|7090;170000|7090;170001|7090;170002|7090;170003|7090;170004|7090;170005|7090;170006|7090;170007|7090;170008|7040;170009|7040;170010|7090;170011|7090;170012|7090;170013|7090;170014|7090;170015|7090;170016|7090;170017|7090;170018|7040;170019|7040;170020|7090;170021|7090;170022|7090;170023|7090;170024|7090;170025|7090;170026|7090;170027|7090;170028|7040;170029|7040,210002|7090;210001|7090;210000|7090
3903,39,80,4,6,100;100000,0,391,2,14,21,0,2,2,0,100,7,0,0,119,0,55,40,51,67,27,0,12,8,11,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,50,0,0,0,0,0,0,0,0,0,850,0,1,1,39,100,0,0,1,81110,91110,1,0,0,150,0,0,22;23;24;25;26,1|1;2|2;3|4;4|255,0,1,0,210002|7090;210001|7090;210000|7090;170000|7090;170001|7090;170002|7090;170003|7090;170004|7090;170005|7090;170006|7090;170007|7090;170008|7040;170009|7040;170010|7090;170011|7090;170012|7090;170013|7090;170014|7090;170015|7090;170016|7090;170017|7090;170018|7040;170019|7040;170020|7090;170021|7090;170022|7090;170023|7090;170024|7090;170025|7090;170026|7090;170027|7090;170028|7040;170029|7040,210002|7090;210001|7090;210000|7090
3904,39,80,5,6,200;200000,0,391,2,14,21,0,2,2,0,100,7,0,0,134,0,62,46,57,75,30,0,13,10,12,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,50,0,0,0,0,0,0,0,0,0,850,0,1,1,39,200,0,0,1,81110,91110,1,0,0,150,0,0,22;23;24;25;26,1|1;2|2;3|4;4|255,0,1,0,210002|7090;210001|7090;210000|7090;170000|7090;170001|7090;170002|7090;170003|7090;170004|7090;170005|7090;170006|7090;170007|7090;170008|7040;170009|7040;170010|7090;170011|7090;170012|7090;170013|7090;170014|7090;170015|7090;170016|7090;170017|7090;170018|7040;170019|7040;170020|7090;170021|7090;170022|7090;170023|7090;170024|7090;170025|7090;170026|7090;170027|7090;170028|7040;170029|7040,210002|7090;210001|7090;210000|7090
3905,39,80,6,6,0;0,4,391,2,14,21,0,2,2,0,100,7,0,0,149,0,69,51,64,84,34,0,15,11,14,0,5,0,100,0,0,0,0,0,0,0,0,0,1,1,50,1,1,50,0,0,0,0,0,0,0,0,0,850,0,1,1,39,400,0,0,1,81110,91110,1,0,0,150,0,0,22;23;24;25;26,1|1;2|2;3|4;4|255,0,1,0,210002|7090;210001|7090;210000|7090;170000|7090;170001|7090;170002|7090;170003|7090;170004|7090;170005|7090;170006|7090;170007|7090;170008|7040;170009|7040;170010|7090;170011|7090;170012|7090;170013|7090;170014|7090;170015|7090;170016|7090;170017|7090;170018|7040;170019|7040;170020|7090;170021|7090;170022|7090;170023|7090;170024|7090;170025|7090;170026|7090;170027|7090;170028|7040;170029|7040,210002|7090;210001|7090;210000|7090
4001,40,80,2,6,30;5000,0,401,1,12,23,0,1,1,0,100,7,0,0,109,44,0,34,34,72,25,9,0,7,7,0,9,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,40,10,0,0,1,81110,91110,3,0,0,150,0,0,8;9;12;14;10,1|1;2|2;3|4;4|255,0,1,0,210002|7070;210001|7070;210000|7070;170000|7070;170001|7070;170002|7070;170003|7070;170004|7070;170005|7070;170006|7070;170007|7070;170008|7020;170009|7020;170010|7070;170011|7070;170012|7070;170013|7070;170014|7070;170015|7070;170016|7070;170017|7070;170018|7020;170019|7020;170020|7070;170021|7070;170022|7070;170023|7070;170024|7070;170025|7070;170026|7070;170027|7070;170028|7020;170029|7020,210002|7070;210001|7070;210000|7070
4002,40,80,3,6,60;20000,0,401,1,12,23,0,1,1,0,100,7,0,0,127,51,0,40,40,84,29,11,0,8,8,0,9,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,40,40,0,0,1,81110,91110,3,0,0,150,0,0,8;9;12;14;10,1|1;2|2;3|4;4|255,0,1,0,210002|7070;210001|7070;210000|7070;170000|7070;170001|7070;170002|7070;170003|7070;170004|7070;170005|7070;170006|7070;170007|7070;170008|7020;170009|7020;170010|7070;170011|7070;170012|7070;170013|7070;170014|7070;170015|7070;170016|7070;170017|7070;170018|7020;170019|7020;170020|7070;170021|7070;170022|7070;170023|7070;170024|7070;170025|7070;170026|7070;170027|7070;170028|7020;170029|7020,210002|7070;210001|7070;210000|7070
4003,40,80,4,6,100;100000,0,401,1,12,23,0,1,1,0,100,7,0,0,145,58,0,46,46,96,33,12,0,10,10,0,9,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,40,100,0,0,1,81110,91110,3,0,0,150,0,0,8;9;12;14;10,1|1;2|2;3|4;4|255,0,1,0,210002|7070;210001|7070;210000|7070;170000|7070;170001|7070;170002|7070;170003|7070;170004|7070;170005|7070;170006|7070;170007|7070;170008|7020;170009|7020;170010|7070;170011|7070;170012|7070;170013|7070;170014|7070;170015|7070;170016|7070;170017|7070;170018|7020;170019|7020;170020|7070;170021|7070;170022|7070;170023|7070;170024|7070;170025|7070;170026|7070;170027|7070;170028|7020;170029|7020,210002|7070;210001|7070;210000|7070
4004,40,80,5,6,200;200000,0,401,1,12,23,0,1,1,0,100,7,0,0,164,66,0,51,51,108,37,14,0,11,11,0,9,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,40,200,0,0,1,81110,91110,3,0,0,150,0,0,8;9;12;14;10,1|1;2|2;3|4;4|255,0,1,0,210002|7070;210001|7070;210000|7070;170000|7070;170001|7070;170002|7070;170003|7070;170004|7070;170005|7070;170006|7070;170007|7070;170008|7020;170009|7020;170010|7070;170011|7070;170012|7070;170013|7070;170014|7070;170015|7070;170016|7070;170017|7070;170018|7020;170019|7020;170020|7070;170021|7070;170022|7070;170023|7070;170024|7070;170025|7070;170026|7070;170027|7070;170028|7020;170029|7020,210002|7070;210001|7070;210000|7070
4005,40,80,6,6,0;0,4,401,1,12,23,0,1,1,0,100,7,0,0,182,73,0,57,57,120,41,16,0,12,12,0,9,0,100,0,0,0,0,0,0,0,0,0,1,1,50,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,40,400,0,0,1,81110,91110,3,0,0,150,0,0,8;9;12;14;10,1|1;2|2;3|4;4|255,0,1,0,210002|7070;210001|7070;210000|7070;170000|7070;170001|7070;170002|7070;170003|7070;170004|7070;170005|7070;170006|7070;170007|7070;170008|7020;170009|7020;170010|7070;170011|7070;170012|7070;170013|7070;170014|7070;170015|7070;170016|7070;170017|7070;170018|7020;170019|7020;170020|7070;170021|7070;170022|7070;170023|7070;170024|7070;170025|7070;170026|7070;170027|7070;170028|7020;170029|7020,210002|7070;210001|7070;210000|7070
4101,41,80,2,6,30;5000,0,411,2,11,21,0,1,1,0,100,7,0,0,138,30,0,49,34,62,31,6,0,10,7,0,7,0,100,0,0,0,0,0,0,0,0,0,1,1,75,2,1,1,0,0,0,0,0,0,0,0,0,850,0,1,1,41,10,0,0,1,81110,91110,2,0,0,150,0,0,1;2;3;4;6,1|1;2|2;3|4;4|255,0,1,0,210002|7060;210001|7060;210000|7060;170000|7060;170001|7060;170002|7060;170003|7060;170004|7060;170005|7060;170006|7060;170007|7060;170008|7010;170009|7010;170010|7060;170011|7060;170012|7060;170013|7060;170014|7060;170015|7060;170016|7060;170017|7060;170018|7010;170019|7010;170020|7060;170021|7060;170022|7060;170023|7060;170024|7060;170025|7060;170026|7060;170027|7060;170028|7010;170029|7010,210002|7060;210001|7060;210000|7060
